Counts,Degree
8364.0,1.0
17287.0,5.547
14938.0,10.094
18428.0,14.640999999999998
14588.0,19.188
18153.0,23.735
13672.0,28.281999999999996
15520.0,32.82899999999999
11490.0,37.376
13064.0,41.922999999999995
11573.0,46.47
8384.0,51.016999999999996
9508.0,55.56399999999999
7014.0,60.111
7709.0,64.65799999999999
5656.0,69.205
6504.0,73.752
4756.0,78.29899999999999
5474.0,82.84599999999999
4010.0,87.393
4376.0,91.94
4041.0,96.487
2833.0,101.03399999999999
3229.0,105.58099999999999
2397.0,110.12799999999999
2711.0,114.675
1917.0,119.222
2288.0,123.76899999999999
1617.0,128.31599999999997
1934.0,132.863
1256.0,137.41
1517.0,141.957
1408.0,146.504
1019.0,151.051
1081.0,155.59799999999998
832.0,160.14499999999998
980.0,164.69199999999998
658.0,169.23899999999998
815.0,173.786
544.0,178.333
686.0,182.88
438.0,187.427
557.0,191.974
477.0,196.521
362.0,201.06799999999998
402.0,205.61499999999998
314.0,210.16199999999998
386.0,214.70899999999997
269.0,219.25599999999997
283.0,223.803
222.0,228.35
243.0,232.897
204.0,237.444
225.0,241.99099999999999
204.0,246.53799999999998
157.0,251.08499999999998
221.0,255.63199999999998
130.0,260.179
157.0,264.726
116.0,269.27299999999997
156.0,273.82
114.0,278.36699999999996
147.0,282.914
120.0,287.46099999999996
81.0,292.008
116.0,296.555
67.0,301.102
88.0,305.649
68.0,310.19599999999997
76.0,314.743
54.0,319.28999999999996
73.0,323.837
63.0,328.38399999999996
86.0,332.931
56.0,337.47799999999995
48.0,342.025
54.0,346.572
35.0,351.11899999999997
58.0,355.666
41.0,360.21299999999997
62.0,364.76
25.0,369.30699999999996
41.0,373.854
29.0,378.40099999999995
35.0,382.948
40.0,387.49499999999995
25.0,392.042
36.0,396.589
12.0,401.13599999999997
26.0,405.683
21.0,410.22999999999996
26.0,414.777
15.0,419.32399999999996
19.0,423.871
11.0,428.41799999999995
15.0,432.965
15.0,437.51199999999994
8.0,442.05899999999997
20.0,446.606
12.0,451.15299999999996
8.0,455.7
7.0,460.24699999999996
9.0,464.794
9.0,469.34099999999995
9.0,473.888
10.0,478.43499999999995
9.0,482.98199999999997
4.0,487.529
6.0,492.07599999999996
8.0,496.623
6.0,501.16999999999996
5.0,505.717
9.0,510.26399999999995
4.0,514.8109999999999
7.0,519.358
7.0,523.905
1.0,528.452
6.0,532.9989999999999
3.0,537.5459999999999
3.0,542.093
4.0,546.64
3.0,551.187
4.0,555.7339999999999
3.0,560.281
2.0,564.828
1.0,569.375
1.0,573.9219999999999
5.0,578.4689999999999
2.0,583.016
0.0,587.563
1.0,592.11
0.0,596.6569999999999
4.0,601.204
2.0,605.751
4.0,610.298
1.0,614.8449999999999
2.0,619.3919999999999
1.0,623.939
2.0,628.486
3.0,633.033
0.0,637.5799999999999
0.0,642.127
0.0,646.674
0.0,651.221
3.0,655.7679999999999
1.0,660.3149999999999
0.0,664.862
1.0,669.409
2.0,673.9559999999999
0.0,678.5029999999999
0.0,683.05
0.0,687.597
1.0,692.144
0.0,696.6909999999999
1.0,701.2379999999999
4.0,705.785
0.0,710.332
2.0,714.8789999999999
0.0,719.4259999999999
1.0,723.973
1.0,728.52
2.0,733.067
0.0,737.6139999999999
1.0,742.161
2.0,746.708
0.0,751.255
0.0,755.8019999999999
1.0,760.3489999999999
0.0,764.896
1.0,769.443
1.0,773.9899999999999
1.0,778.5369999999999
0.0,783.084
0.0,787.631
1.0,792.178
0.0,796.7249999999999
0.0,801.2719999999999
2.0,805.819
2.0,810.366
1.0,814.9129999999999
0.0,819.4599999999999
0.0,824.007
0.0,828.554
1.0,833.101
0.0,837.6479999999999
1.0,842.1949999999999
1.0,846.742
1.0,851.289
0.0,855.8359999999999
2.0,860.3829999999999
4.0,864.93
1.0,869.477
0.0,874.0239999999999
0.0,878.5709999999999
0.0,883.1179999999999
1.0,887.665
1.0,892.212
0.0,896.7589999999999
0.0,901.3059999999999
0.0,905.853
0.0,910.4
0.0,914.9469999999999
0.0,919.4939999999999
0.0,924.0409999999999
1.0,928.588
0.0,933.135
0.0,937.6819999999999
0.0,942.2289999999999
0.0,946.776
1.0,951.323
0.0,955.8699999999999
0.0,960.4169999999999
0.0,964.9639999999999
2.0,969.511
0.0,974.058
0.0,978.6049999999999
1.0,983.1519999999999
1.0,987.699
0.0,992.246
0.0,996.7929999999999
1.0,1001.3399999999999
0.0,1005.887
0.0,1010.434
0.0,1014.9809999999999
0.0,1019.5279999999999
0.0,1024.0749999999998
0.0,1028.6219999999998
0.0,1033.1689999999999
0.0,1037.716
0.0,1042.263
0.0,1046.81
0.0,1051.357
0.0,1055.904
0.0,1060.451
0.0,1064.9979999999998
0.0,1069.5449999999998
1.0,1074.0919999999999
0.0,1078.639
0.0,1083.186
0.0,1087.733
0.0,1092.28
0.0,1096.827
0.0,1101.374
0.0,1105.9209999999998
0.0,1110.4679999999998
0.0,1115.0149999999999
0.0,1119.562
0.0,1124.109
0.0,1128.656
0.0,1133.203
1.0,1137.75
0.0,1142.297
0.0,1146.8439999999998
0.0,1151.3909999999998
0.0,1155.9379999999999
0.0,1160.485
0.0,1165.032
0.0,1169.579
0.0,1174.126
0.0,1178.673
0.0,1183.22
0.0,1187.7669999999998
0.0,1192.3139999999999
0.0,1196.8609999999999
0.0,1201.408
0.0,1205.955
0.0,1210.502
0.0,1215.049
0.0,1219.596
0.0,1224.143
0.0,1228.6899999999998
0.0,1233.2369999999999
0.0,1237.7839999999999
0.0,1242.331
0.0,1246.878
1.0,1251.425
0.0,1255.972
0.0,1260.519
1.0,1265.066
0.0,1269.6129999999998
0.0,1274.1599999999999
0.0,1278.7069999999999
0.0,1283.254
0.0,1287.801
0.0,1292.348
0.0,1296.895
0.0,1301.442
0.0,1305.9889999999998
0.0,1310.5359999999998
0.0,1315.0829999999999
0.0,1319.6299999999999
0.0,1324.177
0.0,1328.724
0.0,1333.271
1.0,1337.818
0.0,1342.365
0.0,1346.9119999999998
0.0,1351.4589999999998
0.0,1356.0059999999999
0.0,1360.5529999999999
0.0,1365.1
0.0,1369.647
