Counts,Degree
0.0,194.016
12.0,194.52
0.0,195.024
12.0,195.528
0.0,196.032
15.0,196.536
0.0,197.04
12.0,197.544
0.0,198.048
11.0,198.552
0.0,199.056
14.0,199.56
0.0,200.064
10.0,200.568
0.0,201.072
11.0,201.576
0.0,202.08
9.0,202.584
0.0,203.088
14.0,203.592
0.0,204.096
9.0,204.6
0.0,205.104
8.0,205.608
0.0,206.112
18.0,206.616
0.0,207.12
9.0,207.624
0.0,208.12800000000001
10.0,208.632
0.0,209.136
13.0,209.64000000000001
0.0,210.144
14.0,210.648
0.0,211.15200000000002
8.0,211.656
0.0,212.16
7.0,212.664
0.0,213.168
6.0,213.672
0.0,214.176
6.0,214.68
0.0,215.184
11.0,215.688
0.0,216.192
5.0,216.696
0.0,217.2
8.0,217.704
0.0,218.208
7.0,218.712
0.0,219.216
6.0,219.72
0.0,220.224
3.0,220.728
0.0,221.232
5.0,221.736
0.0,222.24
3.0,222.744
0.0,223.248
2.0,223.752
0.0,224.256
9.0,224.76
0.0,225.264
8.0,225.768
0.0,226.272
5.0,226.776
0.0,227.28
3.0,227.784
0.0,228.288
7.0,228.792
0.0,229.296
6.0,229.8
0.0,230.304
5.0,230.808
0.0,231.312
5.0,231.816
0.0,232.32
3.0,232.824
0.0,233.328
3.0,233.832
0.0,234.336
4.0,234.84
0.0,235.344
2.0,235.848
0.0,236.352
1.0,236.856
0.0,237.36
2.0,237.864
0.0,238.368
0.0,238.872
0.0,239.376
4.0,239.88
0.0,240.38400000000001
2.0,240.888
0.0,241.392
1.0,241.89600000000002
0.0,242.4
1.0,242.904
0.0,243.40800000000002
2.0,243.912
0.0,244.416
1.0,244.92000000000002
0.0,245.424
1.0,245.928
0.0,246.432
1.0,246.936
0.0,247.44
0.0,247.944
0.0,248.448
1.0,248.952
0.0,249.456
0.0,249.96
0.0,250.464
2.0,250.968
0.0,251.472
0.0,251.976
0.0,252.48
1.0,252.984
0.0,253.488
1.0,253.992
0.0,254.496
2.0,255.0
1.0,255.504
0.0,256.00800000000004
2.0,256.512
0.0,257.01599999999996
0.0,257.52
0.0,258.024
2.0,258.528
0.0,259.032
0.0,259.536
0.0,260.04
0.0,260.544
0.0,261.048
1.0,261.552
0.0,262.056
1.0,262.56
0.0,263.064
2.0,263.568
0.0,264.072
0.0,264.576
0.0,265.08
0.0,265.584
0.0,266.088
0.0,266.592
0.0,267.096
0.0,267.6
0.0,268.104
1.0,268.608
0.0,269.112
2.0,269.616
0.0,270.12
0.0,270.624
0.0,271.128
1.0,271.632
0.0,272.136
1.0,272.64
0.0,273.144
1.0,273.648
0.0,274.152
0.0,274.656
0.0,275.16
2.0,275.664
0.0,276.168
2.0,276.672
0.0,277.176
0.0,277.68
0.0,278.184
4.0,278.688
0.0,279.192
1.0,279.696
0.0,280.2
1.0,280.704
0.0,281.208
2.0,281.712
0.0,282.216
0.0,282.72
0.0,283.224
0.0,283.728
0.0,284.232
1.0,284.736
0.0,285.24
0.0,285.744
0.0,286.248
0.0,286.752
0.0,287.25600000000003
0.0,287.76
0.0,288.264
0.0,288.76800000000003
0.0,289.272
0.0,289.776
0.0,290.28000000000003
0.0,290.784
0.0,291.288
0.0,291.79200000000003
0.0,292.296
0.0,292.8
0.0,293.304
0.0,293.808
0.0,294.312
0.0,294.816
0.0,295.32
0.0,295.824
0.0,296.328
0.0,296.832
0.0,297.336
0.0,297.84
0.0,298.344
0.0,298.848
0.0,299.352
0.0,299.856
0.0,300.36
0.0,300.864
0.0,301.368
0.0,301.872
0.0,302.376
0.0,302.88
0.0,303.384
0.0,303.888
0.0,304.392
0.0,304.896
0.0,305.4
0.0,305.904
0.0,306.408
0.0,306.912
0.0,307.416
0.0,307.92
0.0,308.424
0.0,308.928
0.0,309.432
0.0,309.936
0.0,310.44
0.0,310.944
0.0,311.448
0.0,311.952
0.0,312.456
0.0,312.96
0.0,313.464
0.0,313.968
0.0,314.472
0.0,314.976
0.0,315.48
0.0,315.984
0.0,316.488
0.0,316.992
0.0,317.496
0.0,318.0
0.0,318.504
0.0,319.008
0.0,319.512
0.0,320.016
0.0,320.52
0.0,321.024
0.0,321.528
0.0,322.032
0.0,322.536
0.0,323.04
0.0,323.544
0.0,324.048
0.0,324.552
0.0,325.056
0.0,325.56
0.0,326.064
0.0,326.568
0.0,327.072
0.0,327.576
0.0,328.08
0.0,328.584
0.0,329.088
0.0,329.592
0.0,330.096
0.0,330.6
0.0,331.104
0.0,331.608
0.0,332.112
0.0,332.616
0.0,333.12
0.0,333.624
0.0,334.128
0.0,334.632
0.0,335.136
0.0,335.64
0.0,336.144
0.0,336.648
0.0,337.152
0.0,337.656
0.0,338.16
0.0,338.664
0.0,339.168
0.0,339.672
0.0,340.176
0.0,340.68
0.0,341.184
0.0,341.688
0.0,342.192
0.0,342.696
0.0,343.2
0.0,343.704
0.0,344.208
0.0,344.712
0.0,345.216
0.0,345.72
0.0,346.224
0.0,346.728
0.0,347.232
0.0,347.736
0.0,348.24
0.0,348.744
0.0,349.248
0.0,349.752
0.0,350.25600000000003
0.0,350.76
0.0,351.264
0.0,351.76800000000003
0.0,352.272
0.0,352.776
0.0,353.28000000000003
0.0,353.784
0.0,354.288
0.0,354.79200000000003
0.0,355.296
0.0,355.8
0.0,356.30400000000003
0.0,356.808
0.0,357.312
0.0,357.81600000000003
0.0,358.32
0.0,358.824
0.0,359.328
0.0,359.832
0.0,360.336
0.0,360.84
0.0,361.344
0.0,361.848
0.0,362.352
0.0,362.856
0.0,363.36
0.0,363.864
0.0,364.368
0.0,364.872
0.0,365.376
0.0,365.88
0.0,366.384
0.0,366.888
0.0,367.392
0.0,367.896
0.0,368.4
0.0,368.904
0.0,369.408
0.0,369.912
0.0,370.416
0.0,370.92
0.0,371.424
0.0,371.928
0.0,372.432
0.0,372.936
0.0,373.44
0.0,373.944
0.0,374.448
0.0,374.952
0.0,375.456
0.0,375.96
0.0,376.464
0.0,376.968
0.0,377.472
0.0,377.976
0.0,378.48
0.0,378.984
0.0,379.488
0.0,379.992
0.0,380.496
0.0,381.0
0.0,381.504
0.0,382.008
0.0,382.512
0.0,383.016
0.0,383.52
0.0,384.024
0.0,384.528
0.0,385.032
0.0,385.536
0.0,386.04
0.0,386.544
0.0,387.048
0.0,387.552
0.0,388.056
0.0,388.56
0.0,389.064
0.0,389.568
0.0,390.072
0.0,390.576
0.0,391.08
0.0,391.584
0.0,392.088
0.0,392.592
0.0,393.096
0.0,393.6
0.0,394.104
0.0,394.608
0.0,395.112
0.0,395.616
0.0,396.12
0.0,396.624
0.0,397.128
0.0,397.632
0.0,398.136
0.0,398.64
0.0,399.144
0.0,399.648
0.0,400.152
0.0,400.656
0.0,401.16
0.0,401.664
0.0,402.168
0.0,402.672
0.0,403.176
0.0,403.68
0.0,404.184
0.0,404.688
0.0,405.192
0.0,405.696
0.0,406.2
0.0,406.704
0.0,407.208
0.0,407.712
0.0,408.216
0.0,408.72
0.0,409.224
0.0,409.728
0.0,410.232
0.0,410.736
0.0,411.24
0.0,411.744
0.0,412.248
0.0,412.752
0.0,413.25600000000003
0.0,413.76
0.0,414.264
0.0,414.76800000000003
0.0,415.272
0.0,415.776
0.0,416.28000000000003
0.0,416.784
0.0,417.288
0.0,417.79200000000003
0.0,418.296
0.0,418.8
0.0,419.30400000000003
0.0,419.808
0.0,420.312
0.0,420.81600000000003
0.0,421.32
0.0,421.824
0.0,422.328
1.0,422.832
0.0,423.336
0.0,423.84
0.0,424.344
0.0,424.848
0.0,425.352
0.0,425.856
0.0,426.36
0.0,426.864
0.0,427.368
0.0,427.872
0.0,428.376
0.0,428.88
0.0,429.384
0.0,429.888
0.0,430.392
0.0,430.896
0.0,431.4
0.0,431.904
0.0,432.408
0.0,432.912
0.0,433.416
0.0,433.92
0.0,434.424
1.0,434.928
0.0,435.432
0.0,435.936
0.0,436.44
0.0,436.944
0.0,437.448
0.0,437.952
0.0,438.456
0.0,438.96
0.0,439.464
0.0,439.968
0.0,440.472
0.0,440.976
0.0,441.48
0.0,441.984
0.0,442.488
0.0,442.992
0.0,443.496
0.0,444.0
0.0,444.504
0.0,445.008
0.0,445.512
0.0,446.016
0.0,446.52
0.0,447.024
0.0,447.528
0.0,448.032
0.0,448.536
0.0,449.04
0.0,449.544
0.0,450.048
0.0,450.552
0.0,451.056
0.0,451.56
0.0,452.064
0.0,452.568
0.0,453.072
0.0,453.576
0.0,454.08
0.0,454.584
0.0,455.088
0.0,455.592
0.0,456.096
0.0,456.6
0.0,457.104
0.0,457.608
0.0,458.112
0.0,458.616
0.0,459.12
0.0,459.624
0.0,460.128
0.0,460.632
0.0,461.136
0.0,461.64
0.0,462.144
0.0,462.648
0.0,463.152
0.0,463.656
0.0,464.16
0.0,464.664
0.0,465.168
0.0,465.672
0.0,466.176
0.0,466.68
0.0,467.184
0.0,467.688
0.0,468.192
0.0,468.696
0.0,469.2
0.0,469.704
0.0,470.208
0.0,470.712
0.0,471.216
0.0,471.72
0.0,472.224
0.0,472.728
0.0,473.232
0.0,473.736
0.0,474.24
0.0,474.744
0.0,475.248
0.0,475.752
0.0,476.25600000000003
0.0,476.76
0.0,477.264
0.0,477.76800000000003
0.0,478.272
0.0,478.776
0.0,479.28000000000003
0.0,479.784
0.0,480.288
1.0,480.79200000000003
0.0,481.296
0.0,481.8
0.0,482.30400000000003
0.0,482.808
0.0,483.312
0.0,483.81600000000003
0.0,484.32
0.0,484.824
0.0,485.32800000000003
0.0,485.832
0.0,486.336
0.0,486.84000000000003
0.0,487.344
0.0,487.848
0.0,488.352
0.0,488.856
0.0,489.36
0.0,489.864
0.0,490.368
0.0,490.872
0.0,491.376
0.0,491.88
0.0,492.384
0.0,492.888
0.0,493.392
0.0,493.896
0.0,494.4
0.0,494.904
0.0,495.408
0.0,495.912
0.0,496.416
0.0,496.92
0.0,497.424
0.0,497.928
0.0,498.432
0.0,498.936
0.0,499.44
0.0,499.944
0.0,500.448
0.0,500.952
0.0,501.456
0.0,501.96
0.0,502.464
0.0,502.968
0.0,503.472
0.0,503.976
0.0,504.48
0.0,504.984
0.0,505.488
0.0,505.992
1.0,506.496
,507.0
